GJAHR	WBS3	TXT_WBS3	INV_TYP	INV_TYP_TXT	WBS1	TXT_WBS1	PLFAZ	PLSEZ	WAERS	USR06	USR07	WBS2	TXT_WBS2	KOKRS	TXT_KOKRS	BUKRS	TXT_BUKRS	GSBER	TXT_GSBER	PRCTR	TXT_PRCTR	USR08	USR02	USR00	USR01	USR00_1	USR00_2	USR00_3	USR00_4	ZZUSRCURR_01	KOSTL	TXT_KOSTL	ANLKL	TXT_ANLKL	WW000	TXT_WW000	WW100	TXT_WW100	WW129	TXT_WW129	KALSM	TXT_KALSM	USR11	USR10	PLN_S00_01	PLN_S00_02	PLN_S00_03	PLN_S00_04	PLN_S00_05	PLN_S00_06	PLN_S00_07	PLN_S00_08	PLN_S00_09	PLN_S00_10	PLN_S00_11	PLN_S00_12	PLN_V00_01	PLN_V00_02	PLN_V00_03	PLN_V00_04	PLN_V00_05	PLN_V00_06	PLN_V00_07	PLN_V00_08	PLN_V00_09	PLN_V00_10	PLN_V00_11	PLN_V00_12	PLN_E00_01	PLN_E00_02	PLN_E00_03	PLN_E00_04	PLN_E00_05	PLN_E00_06	PLN_E00_07	PLN_E00_08	PLN_E00_09	PLN_E00_10	PLN_E00_11	PLN_E00_12	BDG_B00_01	BDG_B00_02	BDG_B00_03	BDG_B00_04	BDG_B00_05	BDG_B00_06	BDG_B00_07	BDG_B00_08	BDG_B00_09	BDG_B00_10	BDG_B00_11	BDG_B00_12	BDG_B01_01	BDG_B01_02	BDG_B01_03	BDG_B01_04	BDG_B01_05	BDG_B01_06	BDG_B01_07	BDG_B01_08	BDG_B01_09	BDG_B01_10	BDG_B01_11	BDG_B01_12	BDG_CHG_01	BDG_CHG_02	BDG_CHG_03	BDG_CHG_04	BDG_CHG_05	BDG_CHG_06	BDG_CHG_07	BDG_CHG_08	BDG_CHG_09	BDG_CHG_10	BDG_CHG_11	BDG_CHG_12	ACT_APPR_01	ACT_APPR_02	ACT_APPR_03	ACT_APPR_04	ACT_APPR_05	ACT_APPR_06	ACT_APPR_07	ACT_APPR_08	ACT_APPR_09	ACT_APPR_10	ACT_APPR_11	ACT_APPR_12	ACT_UNAP_01	ACT_UNAP_02	ACT_UNAP_03	ACT_UNAP_04	ACT_UNAP_05	ACT_UNAP_06	ACT_UNAP_07	ACT_UNAP_08	ACT_UNAP_09	ACT_UNAP_10	ACT_UNAP_11	ACT_UNAP_12	ACT_AGAP_01	ACT_AGAP_02	ACT_AGAP_03	ACT_AGAP_04	ACT_AGAP_05	ACT_AGAP_06	ACT_AGAP_07	ACT_AGAP_08	ACT_AGAP_09	ACT_AGAP_10	ACT_AGAP_11	ACT_AGAP_12	ACT_AGUN_01	ACT_AGUN_02	ACT_AGUN_03	ACT_AGUN_04	ACT_AGUN_05	ACT_AGUN_06	ACT_AGUN_07	ACT_AGUN_08	ACT_AGUN_09	ACT_AGUN_10	ACT_AGUN_11	ACT_AGUN_12
2023	R.24.1101.17-002-006	중소기업분담금(다이아미)	R	3. 리뉴얼(MD개편포함)	R.24.1101.17	타임스퀘어점 리뉴얼	2024	2024	KRW	27000		R.24.1101.17-002	패션관 1F	S000		1000	신세계	1101	타임스퀘어점	P100	손익센터-백화점	20240131	패션관 1F	분담금_분담금_분담금		분담금	분담금	분담금			1101A001	타임스퀘어점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1101.17-002-005	중소기업분담금(크리드)	R	3. 리뉴얼(MD개편포함)	R.24.1101.17	타임스퀘어점 리뉴얼	2024	2024	KRW	27000		R.24.1101.17-002	패션관 1F	S000		1000	신세계	1101	타임스퀘어점	P100	손익센터-백화점	20240430	패션관 1F	분담금_분담금_분담금		분담금	분담금	분담금			1101A001	타임스퀘어점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1101.17-002-004	인테리어분담금(맥)	R	3. 리뉴얼(MD개편포함)	R.24.1101.17	타임스퀘어점 리뉴얼	2024	2024	KRW	27000		R.24.1101.17-002	패션관 1F	S000		1000	신세계	1101	타임스퀘어점	P100	손익센터-백화점	20240430	패션관 1F	분담금_분담금_분담금		분담금	분담금	분담금			1101A001	타임스퀘어점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1101.17-002-003	인테리어분담금(랑콤)	R	3. 리뉴얼(MD개편포함)	R.24.1101.17	타임스퀘어점 리뉴얼	2024	2024	KRW	27000		R.24.1101.17-002	패션관 1F	S000		1000	신세계	1101	타임스퀘어점	P100	손익센터-백화점	20240430	패션관 1F	분담금_분담금_분담금		분담금	분담금	분담금			1101A001	타임스퀘어점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-013-006	인테리어분담금(글로벌 재패니즈)	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-013	파미에ST B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240531	파미에ST B1	분담금_분담금_분담금		분담금	분담금	분담금			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-013-007	인테리어분담금(브레드키친)	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-013	파미에ST B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240228	파미에ST B1	분담금_분담금_분담금		분담금	분담금	분담금			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-013-008	포트넘앤메이슨 리뉴얼	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-013	파미에ST B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240630	파미에ST B1	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-014-001	2공구(푸드홀) 인테리어	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-014	면세점 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240831	면세점 B1	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-014-002	2공구(푸드홀) 건축	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-014	면세점 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240831	면세점 B1	공사비_건축_기타		공사비	건축	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-014-003	인테리어분담금(글로벌 버거)	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-014	면세점 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240228	면세점 B1	분담금_분담금_분담금		분담금	분담금	분담금			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-014-004	인테리어분담금(글로벌 이탈리안)	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-014	면세점 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240531	면세점 B1	분담금_분담금_분담금		분담금	분담금	분담금			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-014-005	인테리어분담금(멤버쉽라운지)	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-014	면세점 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240531	면세점 B1	분담금_분담금_분담금		분담금	분담금	분담금			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-014-006	인테리어분담금(코리안 바비큐)	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-014	면세점 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240531	면세점 B1	분담금_분담금_분담금		분담금	분담금	분담금			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-014-007	인테리어분담금(코리안 스튜)	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-014	면세점 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240531	면세점 B1	분담금_분담금_분담금		분담금	분담금	분담금			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-014-008	인테리어분담금(파스타바)	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-014	면세점 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240531	면세점 B1	분담금_분담금_분담금		분담금	분담금	분담금			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-015-001	2공구(와인샵) 건축	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-015	면세점 1F	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240831	면세점 1F	공사비_건축_기타		공사비	건축	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-015-002	2공구(와인샵) 인테리어	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-015	면세점 1F	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240831	면세점 1F	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-016-001	DF 메짜닌 플로어 건축	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-016	면세점 1M	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240228	면세점 1M	공사비_건축_기타		공사비	건축	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-016-002	DF 메짜닌 플로어 오픈 (PSR)	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-016	면세점 1M	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240731	면세점 1M	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-016-003	DF 메짜닌 플로어 인테리어	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-016	면세점 1M	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240228	면세점 1M	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-016-004	DF 분더샵	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-016	면세점 1M	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240731	면세점 1M	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-016-005	로비층 탑라운지 인테리어	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-016	면세점 1M	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240731	면세점 1M	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-001-001	2-2공구(슈퍼마켓) 건축	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-001	본관 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20241231	본관 B1	공사비_건축_기타		공사비	건축	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-001-002	2-2공구(슈퍼마켓) 인테리어	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-001	본관 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20241231	본관 B1	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-001-003	3공구(델리/푸드홀) 인테리어	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-001	본관 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20250331	본관 B1	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-001-004	3공구(델리/푸드홀) 건축	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-001	본관 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20250331	본관 B1	공사비_건축_기타		공사비	건축	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-001-005	NEW 푸드홀 시스템 개발 및 장비 도입	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-001	본관 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20241130	본관 B1	집장비_집장비_기타		집장비	집장비	기타			1103A001	강남점_공통	00000160	공기구비품																																																																																																																																		
2023	R.24.1103.04-001-006	그로서리/건강/차 전자쇼카드 추가 발주	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-001	본관 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240731	본관 B1	집장비_집장비_기타		집장비	집장비	기타			1103A001	강남점_공통	00000160	공기구비품																																																																																																																																		
2023	R.24.1103.04-001-007	슈퍼마켓 VIP FAST TRACK 시스템 개발 및 장비 도입	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-001	본관 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240630	본관 B1	집장비_집장비_기타		집장비	집장비	기타			1103A001	강남점_공통	00000160	공기구비품																																																																																																																																		
2023	R.24.1103.04-001-008	신규MD 입점	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-001	본관 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240630	본관 B1	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-001-009	신규MD 입점	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-001	본관 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240630	본관 B1	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-001-010	신규MD 입점	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-001	본관 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240630	본관 B1	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-001-011	신세계 앱 내 강남점 F&B SNS 연계 시스템 개발	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-001	본관 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240531	본관 B1	집장비_집장비_기타		집장비	집장비	기타			1103A001	강남점_공통	00000160	공기구비품																																																																																																																																		
2023	R.24.1103.04-001-012	신세계 프라임 멤버십/구독서비스 IN-APP 결제 기능 도입	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-001	본관 B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240430	본관 B1	집장비_집장비_기타		집장비	집장비	기타			1103A001	강남점_공통	00000160	공기구비품																																																																																																																																		
2023	R.24.1103.04-013-001	1공구(스위트파크) 인테리어	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-013	파미에ST B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240331	파미에ST B1	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-013-002	1공구(스위트파크) 건축	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-013	파미에ST B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240331	파미에ST B1	공사비_건축_기타		공사비	건축	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-013-003	까사빠보 신규 매장 조성	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-013	파미에ST B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240331	파미에ST B1	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-013-004	신규 SNS 소품 조닝 인테리어	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-013	파미에ST B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240228	파미에ST B1	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.04-013-005	인테리어분담금(F&B/스위트 빅테넌트 유치)	R	3. 리뉴얼(MD개편포함)	R.24.1103.04	강남점 식품관/면세 리뉴얼	2025	2025	KRW	175000		R.24.1103.04-013	파미에ST B1	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20241031	파미에ST B1	분담금_분담금_분담금		분담금	분담금	분담금			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.05-011-004	중소기업분담금(콜렉트)	R	3. 리뉴얼(MD개편포함)	R.24.1103.05	강남점 리뉴얼	2024	2024	KRW			R.24.1103.05-011	신관 6F	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240228	신관 6F	분담금_분담금_분담금		분담금	분담금	분담금			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.05-011-003	슈즈 매장 인테리어 조성	R	3. 리뉴얼(MD개편포함)	R.24.1103.05	강남점 리뉴얼	2024	2024	KRW			R.24.1103.05-011	신관 6F	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240228	신관 6F	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.05-011-002	명품분담금(루이비통 남성)	R	3. 리뉴얼(MD개편포함)	R.24.1103.05	강남점 리뉴얼	2024	2024	KRW			R.24.1103.05-011	신관 6F	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240930	신관 6F	분담금_분담금_분담금		분담금	분담금	분담금			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.05-011-001	2공구(와인샵) 인테리어	R	3. 리뉴얼(MD개편포함)	R.24.1103.05	강남점 리뉴얼	2024	2024	KRW			R.24.1103.05-011	신관 6F	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240228	신관 6F	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.05-005-002	신관 동선 조성 및 팝업매장 조성, 매장 일부 리스라인 벽여	R	3. 리뉴얼(MD개편포함)	R.24.1103.05	강남점 리뉴얼	2024	2024	KRW			R.24.1103.05-005	본관 6F	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240930	본관 6F	공사비_인테리어_기타		공사비	인테리어	기타			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1103.05-005-001	명품분담금(버버리)	R	3. 리뉴얼(MD개편포함)	R.24.1103.05	강남점 리뉴얼	2024	2024	KRW			R.24.1103.05-005	본관 6F	S000		1000	신세계	1103	강남점	P100	손익센터-백화점	20240630	본관 6F	분담금_분담금_분담금		분담금	분담금	분담금			1103A001	강남점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1105.20-006-006	중소기업분담금(킨록by 킨록앤더슨)	R	3. 리뉴얼(MD개편포함)	R.24.1105.20	경기점 리뉴얼	2024	2024	KRW	128300		R.24.1105.20-006	본관 5F	S000		1000	신세계	1105	경기점	P100	손익센터-백화점	20240131	본관 5F	분담금_분담금_분담금		분담금	분담금	분담금			1105A001	경기점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1105.20-006-007	중소기업분담금(셔츠타이)	R	3. 리뉴얼(MD개편포함)	R.24.1105.20	경기점 리뉴얼	2024	2024	KRW	128300		R.24.1105.20-006	본관 5F	S000		1000	신세계	1105	경기점	P100	손익센터-백화점	20240131	본관 5F	분담금_분담금_분담금		분담금	분담금	분담금			1105A001	경기점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1105.20-006-001	5층 전면 리뉴얼 인테리어	R	3. 리뉴얼(MD개편포함)	R.24.1105.20	경기점 리뉴얼	2024	2024	KRW	128300		R.24.1105.20-006	본관 5F	S000		1000	신세계	1105	경기점	P100	손익센터-백화점	20240131	본관 5F	공사비_인테리어_기타		공사비	인테리어	기타			1105A001	경기점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1105.20-006-002	인테리어분담금(프레이트(이스트로그))	R	3. 리뉴얼(MD개편포함)	R.24.1105.20	경기점 리뉴얼	2024	2024	KRW	128300		R.24.1105.20-006	본관 5F	S000		1000	신세계	1105	경기점	P100	손익센터-백화점	20240131	본관 5F	분담금_분담금_분담금		분담금	분담금	분담금			1105A001	경기점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1105.20-006-003	인테리어분담금(스틸바이핸즈 BY 아이엠샵)	R	3. 리뉴얼(MD개편포함)	R.24.1105.20	경기점 리뉴얼	2024	2024	KRW	128300		R.24.1105.20-006	본관 5F	S000		1000	신세계	1105	경기점	P100	손익센터-백화점	20240131	본관 5F	분담금_분담금_분담금		분담금	분담금	분담금			1105A001	경기점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1105.20-006-004	명품분담금(제냐)	R	3. 리뉴얼(MD개편포함)	R.24.1105.20	경기점 리뉴얼	2024	2024	KRW	128300		R.24.1105.20-006	본관 5F	S000		1000	신세계	1105	경기점	P100	손익센터-백화점	20240228	본관 5F	분담금_분담금_분담금		분담금	분담금	분담금			1105A001	경기점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1105.20-006-005	인테리어분담금(스톤아일랜드)	R	3. 리뉴얼(MD개편포함)	R.24.1105.20	경기점 리뉴얼	2024	2024	KRW	128300		R.24.1105.20-006	본관 5F	S000		1000	신세계	1105	경기점	P100	손익센터-백화점	20240331	본관 5F	분담금_분담금_분담금		분담금	분담금	분담금			1105A001	경기점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.1105.20-006-008	명품분담금(페라가모)	R	3. 리뉴얼(MD개편포함)	R.24.1105.20	경기점 리뉴얼	2024	2024	KRW	128300		R.24.1105.20-006	본관 5F	S000		1000	신세계	1105	경기점	P100	손익센터-백화점	20240331	본관 5F	분담금_분담금_분담금		분담금	분담금	분담금			1105A001	경기점_공통	00000120	인테리어																																																																																																																																		
2023	R.24.3100.11-005-004	중소기업분담금(아크테릭스)	R	3. 리뉴얼(MD개편포함)	R.24.3100.11	대구점 리뉴얼	2025	2025	KRW	85800		R.24.3100.11-005	본관 6F	S000		3000	신세계동대구복합환승센터	3100	대구점	P100	손익센터-백화점	20240131	본관 6F	분담금_분담금_분담금		분담금	분담금	분담금			3100A001	대구신세계_공통	00000120	인테리어																																																																																																																																		
2023	R.24.3100.11-005-005	중소기업분담금(PXG)	R	3. 리뉴얼(MD개편포함)	R.24.3100.11	대구점 리뉴얼	2025	2025	KRW	85800		R.24.3100.11-005	본관 6F	S000		3000	신세계동대구복합환승센터	3100	대구점	P100	손익센터-백화점	20240131	본관 6F	분담금_분담금_분담금		분담금	분담금	분담금			3100A001	대구신세계_공통	00000120	인테리어																																																																																																																																		
2023	R.24.3100.11-005-006	중소기업분담금(어뉴골프)	R	3. 리뉴얼(MD개편포함)	R.24.3100.11	대구점 리뉴얼	2025	2025	KRW	85800		R.24.3100.11-005	본관 6F	S000		3000	신세계동대구복합환승센터	3100	대구점	P100	손익센터-백화점	20240131	본관 6F	분담금_분담금_분담금		분담금	분담금	분담금			3100A001	대구신세계_공통	00000120	인테리어																																																																																																																																		
2023	R.24.3100.11-005-007	중소기업분담금(쉐르보)	R	3. 리뉴얼(MD개편포함)	R.24.3100.11	대구점 리뉴얼	2025	2025	KRW	85800		R.24.3100.11-005	본관 6F	S000		3000	신세계동대구복합환승센터	3100	대구점	P100	손익센터-백화점	20240131	본관 6F	분담금_분담금_분담금		분담금	분담금	분담금			3100A001	대구신세계_공통	00000120	인테리어																																																																																																																																		
2023	R.24.3100.11-005-008	중소기업분담금(코닥)	R	3. 리뉴얼(MD개편포함)	R.24.3100.11	대구점 리뉴얼	2025	2025	KRW	85800		R.24.3100.11-005	본관 6F	S000		3000	신세계동대구복합환승센터	3100	대구점	P100	손익센터-백화점	20240131	본관 6F	분담금_분담금_분담금		분담금	분담금	분담금			3100A001	대구신세계_공통	00000120	인테리어																																																																																																																																		
2023	R.24.3100.11-005-009	중소기업분담금(밀레)	R	3. 리뉴얼(MD개편포함)	R.24.3100.11	대구점 리뉴얼	2025	2025	KRW	85800		R.24.3100.11-005	본관 6F	S000		3000	신세계동대구복합환승센터	3100	대구점	P100	손익센터-백화점	20240131	본관 6F	분담금_분담금_분담금		분담금	분담금	분담금			3100A001	대구신세계_공통	00000120	인테리어																																																																																																																																		
2023	R.24.3100.11-005-010	중소기업분담금(아레나)	R	3. 리뉴얼(MD개편포함)	R.24.3100.11	대구점 리뉴얼	2025	2025	KRW	85800		R.24.3100.11-005	본관 6F	S000		3000	신세계동대구복합환승센터	3100	대구점	P100	손익센터-백화점	20240131	본관 6F	분담금_분담금_분담금		분담금	분담금	분담금			3100A001	대구신세계_공통	00000120	인테리어																																																																																																																																		
2023	R.24.3100.11-005-011	중소기업분담금(말본골프)	R	3. 리뉴얼(MD개편포함)	R.24.3100.11	대구점 리뉴얼	2025	2025	KRW	85800		R.24.3100.11-005	본관 6F	S000		3000	신세계동대구복합환승센터	3100	대구점	P100	손익센터-백화점	20240131	본관 6F	분담금_분담금_분담금		분담금	분담금	분담금			3100A001	대구신세계_공통	00000120	인테리어																																																																																																																																		
